url	source_name	name	form	rig
https://superreview.squig.link/data/64%20Audio%20U18s%20(m20)%20L.txt	64 Audio U18s (m20)	64 Audio U18s (m20 Apex module)	in-ear	711
https://superreview.squig.link/data/64%20Audio%20U18t%20(m15)%20L.txt	64 Audio U18t (m15)	64 Audio U18t (m15 Apex module)	in-ear	711
https://superreview.squig.link/data/64%20Audio%20U18t%20(m20)%20L.txt	64 Audio U18t (m20)	64 Audio U18t (m20 Apex module)	in-ear	711
https://superreview.squig.link/data/64%20Audio%20U18t%20(mX)%20L.txt	64 Audio U18t (mX)	64 Audio U18t (mX Apex module)	in-ear	711
https://superreview.squig.link/data/64%20Audio%20U4s%20(Fir%20black)%20L.txt	64 Audio U4s (sample 2 - Fir Audio black)	64 Audio U4S (Fir Audio black module)	in-ear	711
https://superreview.squig.link/data/64%20Audio%20U4s%20(Fir%20black)%20R.txt	64 Audio U4s (sample 2 - Fir Audio black)	64 Audio U4S (Fir Audio black module)	in-ear	711
https://superreview.squig.link/data/64%20Audio%20U4s%20(Fir%20red)%20L.txt	64 Audio U4s (sample 2 - Fir Audio red)	64 Audio U4S (Fir Audio red module)	in-ear	711
https://superreview.squig.link/data/64%20Audio%20U4s%20(Fir%20red)%20R.txt	64 Audio U4s (sample 2 - Fir Audio red)	64 Audio U4S (Fir Audio red module)	in-ear	711
https://superreview.squig.link/data/64%20Audio%20U4s%20(S1%20-%20m12)%20L.txt	64 Audio U4s (sample 1 - m12)	64 Audio U4S (m12 Apex module)	in-ear	711
https://superreview.squig.link/data/64%20Audio%20U4s%20(S1%20-%20m12)%20R.txt	64 Audio U4s (sample 1 - m12)	64 Audio U4S (m12 Apex module)	in-ear	711
https://superreview.squig.link/data/64%20Audio%20U4s%20(m12)%20L.txt	64 Audio U4s (sample 2 - m12)	64 Audio U4S (m12 Apex module)	in-ear	711
https://superreview.squig.link/data/64%20Audio%20U4s%20(m12)%20R.txt	64 Audio U4s (sample 2 - m12)	64 Audio U4S (m12 Apex module)	in-ear	711
https://superreview.squig.link/data/64%20Audio%20U4s%20(S1%20-%20m15)%20L.txt	64 Audio U4s (sample 1 - m15)	64 Audio U4S (m15 Apex module)	in-ear	711
https://superreview.squig.link/data/64%20Audio%20U4s%20(S1%20-%20m15)%20R.txt	64 Audio U4s (sample 1 - m15)	64 Audio U4S (m15 Apex module)	in-ear	711
https://superreview.squig.link/data/64%20Audio%20U4s%20(m15)%20L.txt	64 Audio U4s (sample 2 - m15)	64 Audio U4S (m15 Apex module)	in-ear	711
https://superreview.squig.link/data/64%20Audio%20U4s%20(m15)%20R.txt	64 Audio U4s (sample 2 - m15)	64 Audio U4S (m15 Apex module)	in-ear	711
https://superreview.squig.link/data/64%20Audio%20U4s%20(S1%20-%20m20)%20L.txt	64 Audio U4s (sample 1 - m20)	64 Audio U4S (m20 Apex module)	in-ear	711
https://superreview.squig.link/data/64%20Audio%20U4s%20(S1%20-%20m20)%20R.txt	64 Audio U4s (sample 1 - m20)	64 Audio U4S (m20 Apex module)	in-ear	711
https://superreview.squig.link/data/64%20Audio%20U4s%20(m20)%20L.txt	64 Audio U4s (sample 2 - m20)	64 Audio U4S (m20 Apex module)	in-ear	711
https://superreview.squig.link/data/64%20Audio%20U4s%20(m20)%20R.txt	64 Audio U4s (sample 2 - m20)	64 Audio U4S (m20 Apex module)	in-ear	711
https://superreview.squig.link/data/64%20Audio%20U4s%20(S1%20-%20mX)%20L.txt	64 Audio U4s (sample 1 - mX)	64 Audio U4S (mX Apex module)	in-ear	711
https://superreview.squig.link/data/64%20Audio%20U4s%20(S1%20-%20mX)%20R.txt	64 Audio U4s (sample 1 - mX)	64 Audio U4S (mX Apex module)	in-ear	711
https://superreview.squig.link/data/64%20Audio%20U4s%20(mX)%20L.txt	64 Audio U4s (sample 2 - mX)	64 Audio U4S (mX Apex module)	in-ear	711
https://superreview.squig.link/data/64%20Audio%20U4s%20(mX)%20R.txt	64 Audio U4s (sample 2 - mX)	64 Audio U4S (mX Apex module)	in-ear	711
https://superreview.squig.link/data/64%20Audio%20U6t%20(m15)%20L.txt	64 Audio U6t (m15)	64 Audio U6t (m15 Apex module)	in-ear	711
https://superreview.squig.link/data/64%20Audio%20U6t%20(m15)%20R.txt	64 Audio U6t (m15)	64 Audio U6t (m15 Apex module)	in-ear	711
https://superreview.squig.link/data/64%20Audio%20Volur%20(m12)%20L.txt	64 Audio Volur (m12)	64 Audio Volur (m12 Apex module)	in-ear	711
https://superreview.squig.link/data/64%20Audio%20Volur%20(m12)%20R.txt	64 Audio Volur (m12)	64 Audio Volur (m12 Apex module)	in-ear	711
https://superreview.squig.link/data/64%20Audio%20Volur%20(m15)%20L.txt	64 Audio Volur (m15)	64 Audio Volur (m15 Apex module)	in-ear	711
https://superreview.squig.link/data/64%20Audio%20Volur%20(m15)%20R.txt	64 Audio Volur (m15)	64 Audio Volur (m15 Apex module)	in-ear	711
https://superreview.squig.link/data/64%20Audio%20Volur%20(m20)%20L.txt	64 Audio Volur (m20)	64 Audio Volur (m20 Apex module)	in-ear	711
https://superreview.squig.link/data/64%20Audio%20Volur%20(m20)%20R.txt	64 Audio Volur (m20)	64 Audio Volur (m20 Apex module)	in-ear	711
https://superreview.squig.link/data/64%20Audio%20Volur%20(mX)%20L.txt	64 Audio Volur (mX)	64 Audio Volur (mX Apex module)	in-ear	711
https://superreview.squig.link/data/64%20Audio%20Volur%20(mX)%20R.txt	64 Audio Volur (mX)	64 Audio Volur (mX Apex module)	in-ear	711
https://superreview.squig.link/data/7Hz%20Dioko%20L.txt	7Hz Salnotes Dioko (defect)	7Hz Salnotes Dioko (defect)	ignore	
https://superreview.squig.link/data/7Hz%20Dioko%20R.txt	7Hz Salnotes Dioko (defect)	7Hz Salnotes Dioko (defect)	ignore	
https://superreview.squig.link/data/7Hz%20Dioko%20(pre-op)%20L.txt	7Hz Salnotes Dioko (pre-op)	7Hz Salnotes Dioko (pre-op)	ignore	
https://superreview.squig.link/data/7Hz%20Dioko%20(pre-op)%20R.txt	7Hz Salnotes Dioko (pre-op)	7Hz Salnotes Dioko (pre-op)	ignore	
https://superreview.squig.link/data/7Hz%20Dioko%20(post-op)%20L.txt	7Hz Salnotes Dioko 7Hz Dioko (post-op)	7Hz Salnotes Dioko 7Hz Dioko (post-op)	ignore	
https://superreview.squig.link/data/7Hz%20Dioko%20(post-op)%20R.txt	7Hz Salnotes Dioko 7Hz Dioko (post-op)	7Hz Salnotes Dioko 7Hz Dioko (post-op)	ignore	
https://superreview.squig.link/data/7Hz%20Zero%20L.txt	7Hz Salnotes Zero	7Hz Salnotes Zero	in-ear	711
https://superreview.squig.link/data/7Hz%20Zero%20R.txt	7Hz Salnotes Zero	7Hz Salnotes Zero	in-ear	711
https://superreview.squig.link/data/7Hz%20Timeless%20L.txt	7Hz Timeless (sample 1)	7Hz Timeless	in-ear	711
https://superreview.squig.link/data/7Hz%20Timeless%20R.txt	7Hz Timeless (sample 1)	7Hz Timeless	in-ear	711
https://superreview.squig.link/data/7Hz%20Timeless%20(S2)%20L.txt	7Hz Timeless (sample 2)	7Hz Timeless	in-ear	711
https://superreview.squig.link/data/7Hz%20Timeless%20(S2)%20R.txt	7Hz Timeless (sample 2)	7Hz Timeless	in-ear	711
https://superreview.squig.link/data/7Hz%20Timeless%202%20L.txt	7Hz Timeless 2 (pre-production @ SIAS)	7Hz Timeless 2 (pre-production @ SIAS)	ignore	711
https://superreview.squig.link/data/7Hz%20Timeless%202%20R.txt	7Hz Timeless 2 (pre-production @ SIAS)	7Hz Timeless 2 (pre-production @ SIAS)	ignore	711
https://superreview.squig.link/data/7Hz%20Zero%202%20L.txt	7Hz Salnotes x Crinacle Zero 2	7Hz x Crinacle Zero 2	in-ear	711
https://superreview.squig.link/data/7Hz%20Zero%202%20R.txt	7Hz Salnotes x Crinacle Zero 2	7Hz x Crinacle Zero 2	in-ear	711
https://superreview.squig.link/data/7th%20Acoustics%20Proxima%20L.txt	7th Acoustics Proxima	7th Acoustics Proxima	in-ear	711
https://superreview.squig.link/data/7th%20Acoustics%20Proxima%20R.txt	7th Acoustics Proxima	7th Acoustics Proxima	in-ear	711
https://superreview.squig.link/data/7th%20Acoustics%20Rawon%20proto%20L.txt	7th Acoustics Rawon (prototype)	7th Acoustics Rawon (prototype)	ignore	711
https://superreview.squig.link/data/7th%20Acoustics%20Rawon%20proto%20R.txt	7th Acoustics Rawon (prototype)	7th Acoustics Rawon (prototype)	ignore	711
https://superreview.squig.link/data/7th%20Acoustics%20Supernova%20L.txt	7th Acoustics Supernova (sample 1)	7th Acoustics Supernova	in-ear	711
https://superreview.squig.link/data/7th%20Acoustics%20Supernova%20R.txt	7th Acoustics Supernova (sample 1)	7th Acoustics Supernova	in-ear	711
https://superreview.squig.link/data/7th%20Acoustics%20Supernova%20(S2)%20L.txt	7th Acoustics Supernova (sample 2)	7th Acoustics Supernova	in-ear	711
https://superreview.squig.link/data/7th%20Acoustics%20Supernova%20(S2)%20R.txt	7th Acoustics Supernova (sample 2)	7th Acoustics Supernova	in-ear	711
https://superreview.squig.link/data/Aful%20Cantor%20deep%20L.txt	Aful Acoustics Cantor (deep fit)	AFUL Acoustics Cantor	in-ear	711
https://superreview.squig.link/data/Aful%20Cantor%20deep%20R.txt	Aful Acoustics Cantor (deep fit)	AFUL Acoustics Cantor	in-ear	711
https://superreview.squig.link/data/Aful%20Cantor%20L.txt	Aful Acoustics Cantor (shallow fit)	AFUL Acoustics Cantor	in-ear	711
https://superreview.squig.link/data/Aful%20Cantor%20R.txt	Aful Acoustics Cantor (shallow fit)	AFUL Acoustics Cantor	in-ear	711
https://superreview.squig.link/data/Aful%20Acoustics%20MagicOne%20L.txt	Aful Acoustics MagicOne	AFUL Acoustics MagicOne	in-ear	711
https://superreview.squig.link/data/Aful%20Acoustics%20MagicOne%20R.txt	Aful Acoustics MagicOne	AFUL Acoustics MagicOne	in-ear	711
https://superreview.squig.link/data/Aful%20Acoustics%20Performer5%20(15%20ohm)%20L.txt	Aful Acoustics Performer 5 (impedance adapter: 15 ohm)	AFUL Acoustics Performer 5 (15 ohm adapter)	ignore	711
https://superreview.squig.link/data/Aful%20Acoustics%20Performer5%20(15%20ohm)%20R.txt	Aful Acoustics Performer 5 (impedance adapter: 15 ohm)	AFUL Acoustics Performer 5 (15 ohm adapter)	ignore	711
https://superreview.squig.link/data/Aful%20Acoustics%20Performer5%20(36%20ohm)%20L.txt	Aful Acoustics Performer 5 (impedance adapter: 36 ohm)	AFUL Acoustics Performer 5 (36 ohm adapter)	ignore	711
https://superreview.squig.link/data/Aful%20Acoustics%20Performer5%20(36%20ohm)%20R.txt	Aful Acoustics Performer 5 (impedance adapter: 36 ohm)	AFUL Acoustics Performer 5 (36 ohm adapter)	ignore	711
https://superreview.squig.link/data/Aful%20Acoustics%20Performer5%20(75%20ohm)%20L.txt	Aful Acoustics Performer 5 (impedance adapter: 75 ohm)	AFUL Acoustics Performer 5 (75 ohm adapter)	ignore	711
https://superreview.squig.link/data/Aful%20Acoustics%20Performer5%20(75%20ohm)%20R.txt	Aful Acoustics Performer 5 (impedance adapter: 75 ohm)	AFUL Acoustics Performer 5 (75 ohm adapter)	ignore	711
https://superreview.squig.link/data/Aful%20Performer5+2%20L.txt	Aful Acoustics Performer 5+2	AFUL Acoustics Performer 5+2	in-ear	711
https://superreview.squig.link/data/Aful%20Performer5+2%20R.txt	Aful Acoustics Performer 5+2	AFUL Acoustics Performer 5+2	in-ear	711
https://superreview.squig.link/data/Aful%20Explorer%20L.txt	Aful Acoustics Explorer	AFUL Explorer	in-ear	711
https://superreview.squig.link/data/Aful%20Explorer%20R.txt	Aful Acoustics Explorer	AFUL Explorer	in-ear	711
https://superreview.squig.link/data/Aful%20Acoustics%20Performer5%20L.txt	Aful Acoustics Performer 5 	AFUL Performer 5	in-ear	711
https://superreview.squig.link/data/Aful%20Acoustics%20Performer5%20R.txt	Aful Acoustics Performer 5 	AFUL Performer 5	in-ear	711
https://superreview.squig.link/data/Aful%20Acoustics%20Performer%208%20L.txt	Aful Acoustics Performer 8	AFUL Performer 8	in-ear	711
https://superreview.squig.link/data/Aful%20Acoustics%20Performer%208%20R.txt	Aful Acoustics Performer 8	AFUL Performer 8	in-ear	711
https://superreview.squig.link/headphones/data/AKG%20K371%20L1.txt		AKG K371	over-ear	KB006x + 711
https://superreview.squig.link/headphones/data/AKG%20K371%20L2.txt		AKG K371	over-ear	KB006x + 711
https://superreview.squig.link/headphones/data/AKG%20K371%20L3.txt		AKG K371	over-ear	KB006x + 711
https://superreview.squig.link/headphones/data/AKG%20K371%20R1.txt		AKG K371	over-ear	KB006x + 711
https://superreview.squig.link/headphones/data/AKG%20K371%20R3.txt		AKG K371	over-ear	KB006x + 711
https://superreview.squig.link/headphones/data/AKG%20K371%20R2.txt		AKG K712	over-ear	KB006x + 711
https://superreview.squig.link/headphones/data/AKG%20K7XX%20L1.txt		AKG K7XX	over-ear	KB006x + 711
https://superreview.squig.link/headphones/data/AKG%20K7XX%20L2.txt		AKG K7XX	over-ear	KB006x + 711
https://superreview.squig.link/headphones/data/AKG%20K7XX%20L3.txt		AKG K7XX	over-ear	KB006x + 711
https://superreview.squig.link/headphones/data/AKG%20K7XX%20R1.txt		AKG K7XX	over-ear	KB006x + 711
https://superreview.squig.link/headphones/data/AKG%20K7XX%20R2.txt		AKG K7XX	over-ear	KB006x + 711
https://superreview.squig.link/headphones/data/AKG%20K7XX%20R3.txt		AKG K7XX	over-ear	KB006x + 711
https://superreview.squig.link/headphones/data/AKG%20Q701%20L1.txt		AKG Q701	over-ear	KB006x + 711
https://superreview.squig.link/headphones/data/AKG%20Q701%20L2.txt		AKG Q701	over-ear	KB006x + 711
https://superreview.squig.link/headphones/data/AKG%20Q701%20L3.txt		AKG Q701	over-ear	KB006x + 711
https://superreview.squig.link/headphones/data/AKG%20Q701%20R1.txt		AKG Q701	over-ear	KB006x + 711
https://superreview.squig.link/headphones/data/AKG%20Q701%20R2.txt		AKG Q701	over-ear	KB006x + 711
https://superreview.squig.link/headphones/data/AKG%20Q701%20R3.txt		AKG Q701	over-ear	KB006x + 711
https://superreview.squig.link/data/Aune%20Jasper%20L.txt	Aune Jasper (stock)	AUNE Jasper	in-ear	711
https://superreview.squig.link/data/Aune%20Jasper%20R.txt	Aune Jasper (stock)	AUNE Jasper	in-ear	711
https://superreview.squig.link/data/Acoustune%20RS%20One%20L.txt	Acoustune RS One	Acoustune RS ONE	in-ear	711
https://superreview.squig.link/data/Acoustune%20RS%20One%20R.txt	Acoustune RS One	Acoustune RS ONE	in-ear	711
https://superreview.squig.link/data/Aful%20Cantor%20shallow%20L.txt		Aful Cantor shallow	ignore	711
https://superreview.squig.link/data/Aful%20Cantor%20shallow%20R.txt		Aful Cantor shallow	ignore	711
https://superreview.squig.link/data/Delta%20Studio%20S1%20L.txt	Airlines Delta Studio (sample 1)	Airlines Delta Studio (sample 1)	ignore	711
https://superreview.squig.link/data/Delta%20Studio%20S1%20R.txt	Airlines Delta Studio (sample 1)	Airlines Delta Studio (sample 1)	ignore	711
https://superreview.squig.link/data/Delta%20Studio%20S2%20L.txt	Airlines Delta Studio (sample 2)	Airlines Delta Studio (sample 2)	ignore	711
https://superreview.squig.link/data/Delta%20Studio%20S2%20R.txt	Airlines Delta Studio (sample 2)	Airlines Delta Studio (sample 2)	ignore	711
https://superreview.squig.link/data/JetBlue%20Earbuds%20L.txt	Airlines JetBlue Earbuds	Airlines JetBlue Earbuds	ignore	711
https://superreview.squig.link/data/JetBlue%20Earbuds%20R.txt	Airlines JetBlue Earbuds	Airlines JetBlue Earbuds	ignore	711
https://superreview.squig.link/data/Akoustyx%20R-120%20L.txt	Akoustyx R-120	Akoustyx R-120	in-ear	711
https://superreview.squig.link/data/Akoustyx%20R-220%20L.txt	Akoustyx R-220	Akoustyx R-220	in-ear	711
https://superreview.squig.link/data/Akoustyx%20S-6%20L.txt	Akoustyx S-6 (sample 1)	Akoustyx S-6	in-ear	711
https://superreview.squig.link/data/Akoustyx%20S-6%20R.txt	Akoustyx S-6 (sample 1)	Akoustyx S-6	in-ear	711
https://superreview.squig.link/data/Akoustyx%20S-6%20(S2)%20L.txt	Akoustyx S-6 (sample 2)	Akoustyx S-6	in-ear	711
https://superreview.squig.link/data/Akoustyx%20S-6%20(S2)%20R.txt	Akoustyx S-6 (sample 2)	Akoustyx S-6	in-ear	711
https://superreview.squig.link/data/Akoustyx%20S-6%20(Tanchjim)%20L.txt	Akoustyx S-6 (S2 + Tanchjim filter)	Akoustyx S-6 (S2 + Tanchjim filter)	ignore	
https://superreview.squig.link/data/Akoustyx%20S-6%20(Tanchjim)%20R.txt	Akoustyx S-6 (S2 + Tanchjim filter)	Akoustyx S-6 (S2 + Tanchjim filter)	ignore	
https://superreview.squig.link/data/Alpha%20Omega%20Omega%20000%20L.txt	Alpha & Omega Omega (switches: DDD)	Alpha Omega Omega (off-off-off)	in-ear	711
https://superreview.squig.link/data/Alpha%20Omega%20Omega%20000%20R.txt	Alpha & Omega Omega (switches: DDD)	Alpha Omega Omega (off-off-off)	in-ear	711
https://superreview.squig.link/data/Alpha%20Omega%20Omega%20110%20L.txt	Alpha & Omega Omega (switches: UUD)	Alpha Omega Omega (on-on-off)	in-ear	711
https://superreview.squig.link/data/Alpha%20Omega%20Omega%20110%20R.txt	Alpha & Omega Omega (switches: UUD)	Alpha Omega Omega (on-on-off)	in-ear	711
https://superreview.squig.link/data/Alpha%20Omega%20Omega%20111%20L.txt	Alpha & Omega Omega (switches: UUU)	Alpha Omega Omega (on-on-on)	in-ear	711
https://superreview.squig.link/data/Alpha%20Omega%20Omega%20111%20R.txt	Alpha & Omega Omega (switches: UUU)	Alpha Omega Omega (on-on-on)	in-ear	711
https://superreview.squig.link/data/Alpha%20Omega%20Omega%20100%20L.txt	Alpha & Omega Omega (switches: UDD)	Alpha Omega Omega on-off-off)	in-ear	711
https://superreview.squig.link/data/Alpha%20Omega%20Omega%20100%20R.txt	Alpha & Omega Omega (switches: UDD)	Alpha Omega Omega on-off-off)	in-ear	711
https://superreview.squig.link/data/Alpha%20Omega%20Ra%20L.txt	Alpha & Omega Ra	Alpha Omega Ra	in-ear	711
https://superreview.squig.link/data/Alpha%20Omega%20Ra%20R.txt	Alpha & Omega Ra	Alpha Omega Ra	in-ear	711
https://superreview.squig.link/earbuds/data/Apple%20AirPods%202%20R1.txt		Apple AirPods 2	earbud	KB006x + 711
https://superreview.squig.link/earbuds/data/Apple%20AirPods%202%20R2.txt		Apple AirPods 2	earbud	KB006x + 711
